CNPJ,cd_Ugestora,CNPJ BÁSICO_x,CNPJ BÁSICO_y,CNPJ ORDEM,CNPJ DV,IDENTIFICADOR MATRIZ/FILIAL,NOME FANTASIA,SITUAÇÃO CADASTRAL,DATA SITUAÇÃO CADASTRAL,MOTIVO SITUAÇÃO CADASTRAL,NOME DA CIDADE NO EXTERIOR,PAÍS,DATA DE INÍCIO ATIVIDADE,CNAE FISCAL PRINCIPAL,CNAE FISCAL SECUNDÁRIA,TIPO DE LOGRADOURO,LOGRADOURO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,DDD DO FAX,FAX,CORREIO ELETRÔNICO,SITUAÇÃO ESPECIAL,DATA DA SITUAÇÃO ESPECIAL,Código,Cidade
10460712000147,90301,10460712,10460712,0001,47,1.0,F.M.S. - S.J.PRINCESA,2.0,20080930.0,0.0,,,20080930.0,8660700.0,8610101,RUA,BOA VISTA,15,ANEXO CASA,CENTRO,58758000.0,PB,528.0,83.0,34911003.0,83.0,34911061.0,83.0,34911003,fluzan@bol.com.br,,,528.0,SAO JOSE DE PRINCESA
10460927000168,50001,10460927,10460927,0001,68,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19941119.0,0.0,,,19941119.0,8610102.0,8690999,RUA,RUA GILVAN SOARES,19,CASA,CENTRO,58730000.0,PB,1969.0,83.0,34791060.0,83.0,34791060.0,83.0,34791060,agarina@uol.com.br,,,1969.0,CACIMBA DE AREIA
10461231000156,50001,10461231,10461231,0001,56,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970228.0,0.0,,,19970228.0,8610102.0,8690999,RUA,ADMILSON LEITE DE ALMEIDA,80,SETOR SAUDE,CENTRO,58855000.0,PB,462.0,83.0,34371020.0,83.0,34371021.0,83.0,34371032.0,patriciafontesdoris@bol.com.br,,,462.0,CAJAZEIRINHAS
10461231000156,601047,10461231,10461231,0001,56,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970228.0,0.0,,,19970228.0,8610102.0,8690999,RUA,ADMILSON LEITE DE ALMEIDA,80,SETOR SAUDE,CENTRO,58855000.0,PB,462.0,83.0,34371020.0,83.0,34371021.0,83.0,34371032.0,patriciafontesdoris@bol.com.br,,,462.0,CAJAZEIRINHAS
10472943000170,60001,10472943,10472943,0001,70,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970728.0,0.0,,,19970728.0,8610102.0,8690999,RUA,TENENTE IRINEU LACERDA,80,CASA,CENTRO58990,58990000.0,PB,2007.0,83.0,34871132.0,83.0,34871132.0,83.0,34871132,socorroaneves@hotmail.com,,,2007.0,CURRAL VELHO
10472943000170,601071,10472943,10472943,0001,70,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970728.0,0.0,,,19970728.0,8610102.0,8690999,RUA,TENENTE IRINEU LACERDA,80,CASA,CENTRO58990,58990000.0,PB,2007.0,83.0,34871132.0,83.0,34871132.0,83.0,34871132,socorroaneves@hotmail.com,,,2007.0,CURRAL VELHO
10473821000107,90004,10473821,10473821,0001,07,1.0,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO PRINCESA ISABEL,2.0,20081028.0,0.0,,,20081028.0,8660700.0,8610102,RUA,CONRADO ROSAS,75 A,      TERREO                    1 ANDAR,CENTRO,58755000.0,PB,2147.0,83.0,34572242.0,83.0,34572481.0,83.0,34572242,pm.pisabel@hotmail.com,,,2147.0,PRINCESA ISABEL
10484826000127,20001,10484826,10484826,0001,27,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,20031103.0,0.0,,,20031103.0,8660700.0,8690901,RUA,FRANCISCO EGIDIO DOS SANTOS,34,TERREO,CENTRO,58922000.0,PB,456.0,83.0,35611083.0,83.0,93139299.0,83.0,35611021,sms.bnbt@saude.pb.gov.br,,,456.0,BERNARDINO BATISTA
10486210000195,80001,10486210,10486210,0001,95,1.0,FMDS DE JACARAU,2.0,19950711.0,0.0,,,19950711.0,8411600.0,9430800,RUA,PRESIDENTE  JOAO PESSOA,SN,,CENTRO,58278000.0,PB,2047.0,83.0,32951883.0,83.0,3951890.0,32.0,951890.0,,,,2047.0,JACARAU
10490987000123,602139,10490987,10490987,0001,23,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,20081119.0,0.0,,,20081119.0,8800600.0,,RUA,DR MANOEL ALVES,150,,CENTRO,58328000.0,PB,2125.0,81.0,36351064.0,,,,,,,,2125.0,PEDRAS DE FOGO
10490987000123,90003,10490987,10490987,0001,23,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,20081119.0,0.0,,,20081119.0,8800600.0,,RUA,DR MANOEL ALVES,150,,CENTRO,58328000.0,PB,2125.0,81.0,36351064.0,,,,,,,,2125.0,PEDRAS DE FOGO
10493355000113,60001,10493355,10493355,0001,13,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19920717.0,0.0,,,19920717.0,8610102.0,8690999,RUA,CONEGO FLORENTINO,0,CASA,CENTRO,58695000.0,PB,2009.0,83.0,34731228,83.0,34731228.0,83.0,34731228,desterrosaude@hotmail.com,,,2009.0,DESTERRO
10493355000113,601073,10493355,10493355,0001,13,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19920717.0,0.0,,,19920717.0,8610102.0,8690999,RUA,CONEGO FLORENTINO,0,CASA,CENTRO,58695000.0,PB,2009.0,83.0,34731228,83.0,34731228.0,83.0,34731228,desterrosaude@hotmail.com,,,2009.0,DESTERRO
10494038000111,80001,10494038,10494038,0001,11,1.0,CENTRO DE SAUDE DE MANDACARU,2.0,20050214.0,0.0,,,20050214.0,8690999.0,,AVENIDA,MASCARENHAS DE MORAIS,S/N,CASA,MANDACARU,58030207.0,PB,2051.0,83.0,32147143.0,83.0,32147970.0,83.0,32147947.0,,,,2051.0,JOAO PESSOA
10502869000198,601001,10502869,10502869,0001,98,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19910830.0,0.0,,,19910830.0,8610102.0,8690999,RUA,MANOEL FIRMINO,0,CASA,CENTRO,58748000.0,PB,1901.0,83.0,34811127,,,83.0,34811161,SECSAUDE@AGUABRANCA.PB.GOV.BR,,,1901.0,AGUA BRANCA
10505525000132,50001,10505525,10505525,0001,32,1.0,CMDCA - CAMALAU,4.0,20231107.0,63.0,,,20081120.0,8412400.0,,RUA,NOMINANDO FIRMO,30,,CENTRO,58530000.0,PB,1979.0,83.0,33021013.0,83.0,33021013.0,,,pmfirmo@hotmail.com,,,1979.0,CAMALAU
10513130000181,101173,10513130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10513130000181,90201,10513130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521892000120,601154,10521892,10521892,0001,20,1.0,FUNDO MUNICIPAL DE SAUDE - PUXINANA,2.0,19911211.0,0.0,,,19911211.0,8412400.0,,RUA,ROMULO CAMPOS,13,,CENTRO,58115000.0,PB,2149.0,83.0,33801160.0,83.0,33801007.0,,,,,,2149.0,PUXINANA
10521892000120,90004,10521892,10521892,0001,20,1.0,FUNDO MUNICIPAL DE SAUDE - PUXINANA,2.0,19911211.0,0.0,,,19911211.0,8412400.0,,RUA,ROMULO CAMPOS,13,,CENTRO,58115000.0,PB,2149.0,83.0,33801160.0,83.0,33801007.0,,,,,,2149.0,PUXINANA
10522238000130,601111,10522238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522238000130,90001,10522238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10528434000112,90004,10528434,10528434,0001,12,1.0,FUNDO MUNICIPAL DE SAUDE DE PRATA,8.0,20160616.0,1.0,,,19940512.0,8610102.0,8690999,AVENIDA,ANANIANO RAMOS GALVAO,0,CASA,CENTRO,58550000.0,PB,2145.0,83.0,33901020.0,83.0,33901020.0,,,cicero.1960@hotmail.com,,,2145.0,PRATA
10538287000161,70001,10538287,10538287,0001,61,1.0,,2.0,20050715.0,0.0,,,20050715.0,9430800.0,,RUA,13 DE MAIO,219,,CENTRO,58356000.0,PB,2029.0,83.0,32851178.0,,,,,,,,2029.0,GURINHEM
10538747000151,80001,10538747,10538747,0001,51,1.0,FUNDO MUNICIPAL DE SAUDE DE JURU,2.0,20081215.0,0.0,,,20081215.0,8411600.0,,AVENIDA,DALMO TEIXEIRA,600,,CENTRO,58750000.0,PB,2061.0,83.0,34841188,83.0,34841245.0,,,,,,2061.0,JURU
10541009000163,50001,10541009,10541009,0001,63,1.0,FUNDO MUNICIPAL DE SAUDE DE CACIMBAS,2.0,19970422.0,0.0,,,19970422.0,8610102.0,8690999,RUA,JOSE LAURINDO DA COSTA,SN,,CENTRO,58698000.0,PB,460.0,83.0,34761070.0,,,83.0,34761002,SMSCACIMBASPB@GMAIL.COM,,,460.0,CACIMBAS
10541009000163,601044,10541009,10541009,0001,63,1.0,FUNDO MUNICIPAL DE SAUDE DE CACIMBAS,2.0,19970422.0,0.0,,,19970422.0,8610102.0,8690999,RUA,JOSE LAURINDO DA COSTA,SN,,CENTRO,58698000.0,PB,460.0,83.0,34761070.0,,,83.0,34761002,SMSCACIMBASPB@GMAIL.COM,,,460.0,CACIMBAS
10557425000150,601147,10557425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557425000150,90003,10557425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10560742000125,101013,10560742,10560742,0001,25,1.0,CAMARA MUNICIPAL DE VISTA SERRANA,2.0,20081219.0,0.0,,,20081219.0,8411600.0,,RUA,JOAO FRANCISCO FILHO,110,,CENTRO,58710000.0,PB,2011.0,83.0,34361231.0,83.0,99641870.0,83.0,34361231,camaramunicipalvistaserrana@hotmail.com,,,2011.0,VISTA SERRANA
10560742000125,101222,10560742,10560742,0001,25,1.0,CAMARA MUNICIPAL DE VISTA SERRANA,2.0,20081219.0,0.0,,,20081219.0,8411600.0,,RUA,JOAO FRANCISCO FILHO,110,,CENTRO,58710000.0,PB,2011.0,83.0,34361231.0,83.0,99641870.0,83.0,34361231,camaramunicipalvistaserrana@hotmail.com,,,2011.0,VISTA SERRANA
10563852000140,90201,10563852,10563852,0001,40,1.0,SECRETARIA DE PLANEJAMENTO-PREF M SAO J L TAPADA,2.0,20081124.0,0.0,,,20081124.0,8411600.0,8299799,RUA,FRANCISCA TOMAZ DA SILVA,S/N,,CENTRO,58815000.0,PB,2185.0,83.0,35381065.0,,,,,,,,2185.0,SAO JOSE DA LAGOA TAPADA
10570295000195,20001,10570295,10570295,0001,95,1.0,FUNDO MUNICIPAL DE SAUDE DE BOA VENTURA,2.0,19950627.0,0.0,,,19950627.0,8610102.0,8690999,RUA,EMILIA LEITE,0,TERREO,CENTRO,58993000.0,PB,1943.0,83.0,34931002.0,83.0,34931002.0,83.0,34931002,salete@ecoplanpb.com.br,,,1943.0,BOA VENTURA
10570295000195,601029,10570295,10570295,0001,95,1.0,FUNDO MUNICIPAL DE SAUDE DE BOA VENTURA,2.0,19950627.0,0.0,,,19950627.0,8610102.0,8690999,RUA,EMILIA LEITE,0,TERREO,CENTRO,58993000.0,PB,1943.0,83.0,34931002.0,83.0,34931002.0,83.0,34931002,salete@ecoplanpb.com.br,,,1943.0,BOA VENTURA
10595024000194,50001,10595024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10595549000120,101015,10595549,10595549,0001,20,1.0,CONSELHO ESTADUAL DE SAUDE,2.0,20070405.0,0.0,,,20070405.0,8660700.0,8690999,AVENIDA,SINESIO GUIMARAES,224,,TORRE,58040400.0,PB,2051.0,83.0,32187310,,,83.0,32187368,conselhosaudepb@gmail.com,,,2051.0,JOAO PESSOA
10598364000179,101005,10598364,10598364,0001,79,1.0,FUNDO MUNICIPAL DE SAUDE DE TAVARES,2.0,19970919.0,0.0,,,19970919.0,8411600.0,8690999,RUA,ANA PEREIRA LIMA,0,CASA,CENTRO,58753000.0,PB,2233.0,83.0,34501179.0,,,83.0,34501182,SMS@TAVARES.PB.GOV.BR,,,2233.0,TAVARES
10602526000103,90004,10602526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664047000103,90002,10664047,10664047,0001,03,1.0,FMS,2.0,19971230.0,0.0,,,19971230.0,8412400.0,,RUA,PRESIDENTE JOAO PESSOA,47,,CENTRO,58375000.0,PB,2089.0,83.0,32661086.0,83.0,32661032.0,83.0,32661032,mogeiroprefeituramunicipal@hotmail.com,,,2089.0,MOGEIRO
10710480000138,90201,10710480,10710480,0001,38,1.0,SECRETARIA DE SAUDE-PREF M SAO JOSE DA LAGOA TAPADA,2.0,20060915.0,0.0,,,20060915.0,8411600.0,,RUA,CAPITAO MANOEL DE ARAUJO,00,,CENTRO,58815000.0,PB,2185.0,83.0,35381162,83.0,35381216.0,83.0,35381162,,,,2185.0,SAO JOSE DA LAGOA TAPADA
10732530000188,100001,10732530,10732530,0001,88,1.0,IPSOL,2.0,20190226.0,0.0,,,20081229.0,8430200.0,,RUA,DR GOUVEIA NOBREGA,3,,CENTRO,58155000.0,PB,2223.0,83.0,33831588.0,,,,,,,,2223.0,SOLEDADE
10732530000188,301209,10732530,10732530,0001,88,1.0,IPSOL,2.0,20190226.0,0.0,,,20081229.0,8430200.0,,RUA,DR GOUVEIA NOBREGA,3,,CENTRO,58155000.0,PB,2223.0,83.0,33831588.0,,,,,,,,2223.0,SOLEDADE
10733319000180,101015,10733319,10733319,0001,80,1.0,PROCURADORIA DE ASSISTENCIA JUDICIARIA,2.0,20051103.0,0.0,,,19860224.0,8411600.0,,RUA,MONSENHOR WALFREDO LEAL,487,,TAMBIA,58020540.0,PB,2051.0,83.0,32216319,83.0,32185632.0,83.0,32216315,DPGPB@DEFENSORIA.PB.GOV.BR,,,2051.0,JOAO PESSOA
10733319000180,140001,10733319,10733319,0001,80,1.0,PROCURADORIA DE ASSISTENCIA JUDICIARIA,2.0,20051103.0,0.0,,,19860224.0,8411600.0,,RUA,MONSENHOR WALFREDO LEAL,487,,TAMBIA,58020540.0,PB,2051.0,83.0,32216319,83.0,32185632.0,83.0,32216315,DPGPB@DEFENSORIA.PB.GOV.BR,,,2051.0,JOAO PESSOA
10733319000260,101015,10733319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733319000341,101015,10733319,10733319,0003,41,2.0,FEDDC,2.0,0.0,0.0,,,19980708.0,8422100.0,,PARQUE,SOLON DE LUCENA,217,,CENTRO,58013130.0,PB,2051.0,83.0,2186960,,,83.0,2185146,secretario@procon.pb.gov.br,,,2051.0,JOAO PESSOA
10733319000422,101015,10733319,10733319,0004,22,2.0,DEFESORIA PUBLICA DO ESTADO DA PARAIBA,2.0,20051005.0,0.0,,,20051005.0,8422100.0,8411600,PARQUE,SOLON DE LUCENA,300,PQ. SOLON DE LUCENA,CENTRO,58013300.0,PB,2051.0,83.0,32186956,83.0,32186931,31.0,32186914,defensoria@defensoria.pb.gov.br,,,2051.0,JOAO PESSOA
10733319000422,600001,10733319,10733319,0004,22,2.0,DEFESORIA PUBLICA DO ESTADO DA PARAIBA,2.0,20051005.0,0.0,,,20051005.0,8422100.0,8411600,PARQUE,SOLON DE LUCENA,300,PQ. SOLON DE LUCENA,CENTRO,58013300.0,PB,2051.0,83.0,32186956,83.0,32186931,31.0,32186914,defensoria@defensoria.pb.gov.br,,,2051.0,JOAO PESSOA
10733319000503,101015,10733319,10733319,0005,03,2.0,ESCOLA SUPERIOR DA DEFENSORIA PUBLICA DA PB,2.0,20090704.0,0.0,,,20090704.0,6911702.0,7490199,RUA,PARQUE SOLON DE LUCENA,300,SALA  1,CENTRO,58013130.0,PB,2051.0,83.0,32216319.0,83.0,32215448.0,83.0,32216315,aquelinamontenegro@yahoo.com.br,,,2051.0,JOAO PESSOA
10743268000177,101148,10743268,10743268,0001,77,1.0,CAMARA MUNICIPAL DE POCINHOS,2.0,20200108.0,0.0,,,19850131.0,8411600.0,,RUA,GETULIO VARGAS,32,,CENTRO,58150000.0,PB,2141.0,,,,,,,,,,2141.0,POCINHOS
10743268000177,90004,10743268,10743268,0001,77,1.0,CAMARA MUNICIPAL DE POCINHOS,2.0,20200108.0,0.0,,,19850131.0,8411600.0,,RUA,GETULIO VARGAS,32,,CENTRO,58150000.0,PB,2141.0,,,,,,,,,,2141.0,POCINHOS
10743482000123,101115,10743482,10743482,0001,23,1.0,CAMARA MUNICIPAL DE MASSARANDUBA,2.0,20210810.0,0.0,,,19860718.0,8411600.0,,RUA,JOSE BENICIO,121,,CENTRO,58120000.0,PB,2085.0,,,,,,,,,,2085.0,MASSARANDUBA
10743482000123,90001,10743482,10743482,0001,23,1.0,CAMARA MUNICIPAL DE MASSARANDUBA,2.0,20210810.0,0.0,,,19860718.0,8411600.0,,RUA,JOSE BENICIO,121,,CENTRO,58120000.0,PB,2085.0,,,,,,,,,,2085.0,MASSARANDUBA
10760912000115,90003,10760912,10760912,0001,15,1.0,FUNDO DE MANUTENCAO DO CONSORCIO INTERMUNICIPAL DE SAUD,2.0,20090408.0,0.0,,,20090408.0,8412400.0,8630502,RUA,ANTONIO LOPES DA SILVA,SN,,CENTRO,58765000.0,PB,2127.0,83.0,34522396.0,,,,,,,,2127.0,PIANCO
10761708000119,101067,10761708,10761708,0001,19,1.0,CASA MANOEL FELIPE DOS SANTOS,2.0,19980728.0,0.0,,,19860822.0,8411600.0,,RUA,15 DE NOVEMBRO,55,,CENTRO,58175000.0,PB,2003.0,83.0,33722228,83.0,99728316.0,83.0,33722550,gladsonfonsec@gmail.com,,,2003.0,CUITE
10761708000119,60001,10761708,10761708,0001,19,1.0,CASA MANOEL FELIPE DOS SANTOS,2.0,19980728.0,0.0,,,19860822.0,8411600.0,,RUA,15 DE NOVEMBRO,55,,CENTRO,58175000.0,PB,2003.0,83.0,33722228,83.0,99728316.0,83.0,33722550,gladsonfonsec@gmail.com,,,2003.0,CUITE
10761724000101,100001,10761724,10761724,0001,01,1.0,CASA LEIDSON DA SILVA,2.0,19980728.0,0.0,,,19860902.0,8411600.0,,AVENIDA,DEPUTADO ALVARO GALDENCIO,287,,CENTRO,58580000.0,PB,2211.0,83.0,34612687,,,,,,,,2211.0,SERRA BRANCA
10761724000101,101201,10761724,10761724,0001,01,1.0,CASA LEIDSON DA SILVA,2.0,19980728.0,0.0,,,19860902.0,8411600.0,,AVENIDA,DEPUTADO ALVARO GALDENCIO,287,,CENTRO,58580000.0,PB,2211.0,83.0,34612687,,,,,,,,2211.0,SERRA BRANCA
10762011000162,101050,10762011,10762011,0001,62,1.0,CASA DE FELIX ARAUJO,2.0,19980728.0,0.0,,,19861016.0,8411600.0,,RUA,SANTA CLARA,SN,,PRATA,58400540.0,PB,1981.0,83.0,33156301,83.0,33156330.0,,,PRESIDENCIA@CAMPINAGRANDE.PB.LEG.BR,,,1981.0,CAMPINA GRANDE
10762011000162,50001,10762011,10762011,0001,62,1.0,CASA DE FELIX ARAUJO,2.0,19980728.0,0.0,,,19861016.0,8411600.0,,RUA,SANTA CLARA,SN,,PRATA,58400540.0,PB,1981.0,83.0,33156301,83.0,33156330.0,,,PRESIDENCIA@CAMPINAGRANDE.PB.LEG.BR,,,1981.0,CAMPINA GRANDE
10763936000128,101163,10763936,10763936,0001,28,1.0,CAMARA MUNICIPAL CASA PONCIANO PESSOA,2.0,19980728.0,0.0,,,19860813.0,8411600.0,,AVENIDA,MANOEL GONCALVES,82/84,,CENTRO,58297000.0,PB,2159.0,,,,,,,,,,2159.0,RIO TINTO
10763936000128,90101,10763936,10763936,0001,28,1.0,CAMARA MUNICIPAL CASA PONCIANO PESSOA,2.0,19980728.0,0.0,,,19860813.0,8411600.0,,AVENIDA,MANOEL GONCALVES,82/84,,CENTRO,58297000.0,PB,2159.0,,,,,,,,,,2159.0,RIO TINTO
10770716000121,601177,10770716,10770716,0001,21,1.0,FMSSB,2.0,20090409.0,0.0,,,20090409.0,8411600.0,8412400,RUA,SEVERINO SOARES DA SILVA,S/N,,CENTO,58857000.0,PB,518.0,83.0,34291287.0,83.0,34291287.0,83.0,4291287.0,sms.sbtp@saude.pb.gov.br,,,518.0,SAO BENTINHO
10770716000121,90201,10770716,10770716,0001,21,1.0,FMSSB,2.0,20090409.0,0.0,,,20090409.0,8411600.0,8412400,RUA,SEVERINO SOARES DA SILVA,S/N,,CENTO,58857000.0,PB,518.0,83.0,34291287.0,83.0,34291287.0,83.0,4291287.0,sms.sbtp@saude.pb.gov.br,,,518.0,SAO BENTINHO
10785644000196,601186,10785644,10785644,0001,96,1.0,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DE CAIANA,2.0,19950801.0,0.0,,,19950801.0,8660700.0,8412400,RUA,TREZE DE MAIO,S/N,,CENTRO,58784000.0,PB,2187.0,83.0,3891125.0,83.0,34891102.0,83.0,34891102,alessandradelgado@hotmail.com,,,2187.0,SAO JOSE DE CAIANA
10785644000196,90201,10785644,10785644,0001,96,1.0,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DE CAIANA,2.0,19950801.0,0.0,,,19950801.0,8660700.0,8412400,RUA,TREZE DE MAIO,S/N,,CENTRO,58784000.0,PB,2187.0,83.0,3891125.0,83.0,34891102.0,83.0,34891102,alessandradelgado@hotmail.com,,,2187.0,SAO JOSE DE CAIANA
10811526000105,50001,10811526,10811526,0001,05,1.0,FUNDO MUNICIPALDE APOIO PEQUENOS NEGOCIOS EMPREENDER,2.0,20090505.0,0.0,,,20090505.0,6434400.0,,AVENIDA,JOCA CLAUDINO,S/N,,CENTRO,58900000.0,PB,1975.0,83.0,35314383.0,,,83.0,35314383,leonid-abreu@hotmail.com,,,1975.0,CAJAZEIRAS
10819820000163,10001,10819820,10819820,0001,63,1.0,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,2.0,20090512.0,0.0,,,20090512.0,8660700.0,,AVENIDA,JOSE PEDRO DE MELO,SN,,CENTRO,58489970.0,PB,1925.0,83.0,33961020.0,,,,,,,,1925.0,AROEIRAS
10819820000163,601017,10819820,10819820,0001,63,1.0,FUNDO MUNICIPAL DE SAUDE DE AROEIRAS,2.0,20090512.0,0.0,,,20090512.0,8660700.0,,AVENIDA,JOSE PEDRO DE MELO,SN,,CENTRO,58489970.0,PB,1925.0,83.0,33961020.0,,,,,,,,1925.0,AROEIRAS
10848190000155,101015,10848190,10848190,0001,55,1.0,IEDSON,2.0,20051103.0,0.0,,,19861012.0,8610102.0,"8622400,8630501,8630502,8630506,8640202,8640208,8640209,8690902,8650001,8650002,8650003,8650004,8650006,8650099,8660700",RUA,EUGENIO DE LUCENA NEIVA,SN,,JARDIM 13 DE MAIO,58020388.0,PB,2051.0,83.0,2187988,,,,,,,,2051.0,JOAO PESSOA
10848190000155,150101,10848190,10848190,0001,55,1.0,IEDSON,2.0,20051103.0,0.0,,,19861012.0,8610102.0,"8622400,8630501,8630502,8630506,8640202,8640208,8640209,8690902,8650001,8650002,8650003,8650004,8650006,8650099,8660700",RUA,EUGENIO DE LUCENA NEIVA,SN,,JARDIM 13 DE MAIO,58020388.0,PB,2051.0,83.0,2187988,,,,,,,,2051.0,JOAO PESSOA
10853844000139,101152,10853844,10853844,0001,39,1.0,CASA JESU DE QUEIROZ RAMOS,2.0,19980728.0,0.0,,,19870120.0,8411600.0,,RUA,JOAQUIM MONTEIRO,18,,CENTRO,58550000.0,PB,2145.0,,,,,,,,,,2145.0,PRATA
10853844000139,90004,10853844,10853844,0001,39,1.0,CASA JESU DE QUEIROZ RAMOS,2.0,19980728.0,0.0,,,19870120.0,8411600.0,,RUA,JOAQUIM MONTEIRO,18,,CENTRO,58550000.0,PB,2145.0,,,,,,,,,,2145.0,PRATA
10853984000107,101155,10853984,10853984,0001,07,1.0,CASA VENEZIANO VITAL DO REGO,2.0,19990227.0,0.0,,,19870205.0,8411600.0,,RUA,JOSE ANCHIETA PACHU,03,,CORREIA LIMA II,58475000.0,PB,2151.0,83.0,33921242,,,,,cmqueimadas@gmail.com,,,2151.0,QUEIMADAS
10853984000107,90004,10853984,10853984,0001,07,1.0,CASA VENEZIANO VITAL DO REGO,2.0,19990227.0,0.0,,,19870205.0,8411600.0,,RUA,JOSE ANCHIETA PACHU,03,,CORREIA LIMA II,58475000.0,PB,2151.0,83.0,33921242,,,,,cmqueimadas@gmail.com,,,2151.0,QUEIMADAS
10876240000108,701046,10876240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10882069000140,701057,10882069,10882069,0001,40,1.0,CODEMP-PB,2.0,20190622.0,0.0,,,20090526.0,9499500.0,,RUA,PADRE AIRES,79,CASA  CASA,CENTRO,58890000.0,PB,1957.0,83.0,32210228.0,83.0,32224610.0,83.0,32224610,ANT.PADUA@TERRA.COM.BR,,,1957.0,BREJO DO CRUZ
10933233000109,303046,10933233,10933233,0001,09,1.0,INSTITUTO MATERNO-INFANTIL DE CAJAZEIRAS,4.0,20190131.0,63.0,,,20090605.0,8610101.0,8630599,AVENIDA,JOSE RODRIGUES ALVES,SN,TERREO,ED. CAVALCANTE,58900000.0,PB,1975.0,83.0,35316060.0,83.0,35311540.0,83.0,35316060,segundocz@hotmail.com,,,1975.0,CAJAZEIRAS
10933233000109,50001,10933233,10933233,0001,09,1.0,INSTITUTO MATERNO-INFANTIL DE CAJAZEIRAS,4.0,20190131.0,63.0,,,20090605.0,8610101.0,8630599,AVENIDA,JOSE RODRIGUES ALVES,SN,TERREO,ED. CAVALCANTE,58900000.0,PB,1975.0,83.0,35316060.0,83.0,35311540.0,83.0,35316060,segundocz@hotmail.com,,,1975.0,CAJAZEIRAS
10948421000100,601115,10948421,10948421,0001,00,1.0,FUNDO MUNICIPAL DE SAUDE DE MASSARANDUBA - PARAIBA,2.0,20090608.0,0.0,,,20090608.0,8411600.0,8412400,RUA,ROGACIANO NUNES,42,,CENTRO,58120000.0,PB,2085.0,83.0,33991021,,,83.0,33991021,,,,2085.0,MASSARANDUBA
10948421000100,90001,10948421,10948421,0001,00,1.0,FUNDO MUNICIPAL DE SAUDE DE MASSARANDUBA - PARAIBA,2.0,20090608.0,0.0,,,20090608.0,8411600.0,8412400,RUA,ROGACIANO NUNES,42,,CENTRO,58120000.0,PB,2085.0,83.0,33991021,,,83.0,33991021,,,,2085.0,MASSARANDUBA
10956614000103,50001,10956614,10956614,0001,03,1.0,SECRETARIA DE ASSISTENCIA SOCIAL,2.0,20090626.0,0.0,,,20090626.0,8411600.0,,RUA,EXPEDICIONARIO LUIS TENORIO LEAO,S/N,,CENTRO,58595000.0,PB,466.0,83.0,33071152.0,,,,,,,,466.0,CARAUBAS
10975044000190,30001,10975044,10975044,0001,90,1.0,FUNDO MUNICIPAL DE SAUDE - FMS,2.0,19910604.0,0.0,,,19910604.0,8660700.0,8690999,RUA,SALOMO VELOSO,30,,CENTRO,58326000.0,PB,1961.0,83.0,32861114.0,,,,,,,,1961.0,CAAPORA
10975044000190,601038,10975044,10975044,0001,90,1.0,FUNDO MUNICIPAL DE SAUDE - FMS,2.0,19910604.0,0.0,,,19910604.0,8660700.0,8690999,RUA,SALOMO VELOSO,30,,CENTRO,58326000.0,PB,1961.0,83.0,32861114.0,,,,,,,,1961.0,CAAPORA
10975063000117,30001,10975063,10975063,0001,17,1.0,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,2.0,19970519.0,0.0,,,19970519.0,8730199.0,8412400,RUA,SALOMO VELOSO,30,,CENTRO,58326000.0,PB,1961.0,83.0,32861114.0,,,,,,,,1961.0,CAAPORA
11061594000167,101015,11061594,11061594,0001,67,1.0,,2.0,20070904.0,0.0,,,20070904.0,8411600.0,,AVENIDA,HILTON SOUTO MAIOR,3059,,MANGABEIRA,58055000.0,PB,2051.0,83.0,32139192.0,83.0,32139084.0,,,presidencia@cehap.pb.gov.br,,,2051.0,JOAO PESSOA
